tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
1310,2013-06-01 18:04:51,2013-06-01 18:26:41,518,E 39 St & 2 Ave,40.74780373,-73.9734419,251,Mott St & Prince St,40.72317958,-73.99480012,17161,Customer,0,0
375,2013-06-01 18:04:52,2013-06-01 18:11:07,459,W 20 St & 11 Ave,40.746745,-74.007756,325,E 19 St & 3 Ave,40.73624527,-73.98473765,16631,Subscriber,1986,1
121,2013-06-01 18:04:53,2013-06-01 18:06:54,466,W 25 St & 6 Ave,40.74395411,-73.99144871,466,W 25 St & 6 Ave,40.74395411,-73.99144871,20054,Subscriber,1968,1
203,2013-06-01 18:04:56,2013-06-01 18:08:19,320,Leonard St & Church St,40.717571,-74.005549,276,Duane St & Greenwich St,40.71748752,-74.0104554,15855,Subscriber,1983,1
850,2013-06-01 18:04:59,2013-06-01 18:19:09,127,Barrow St & Hudson St,40.73172428,-74.00674436,402,Broadway & E 22 St,40.7403432,-73.98955109,18258,Subscriber,1969,1
3052,2013-06-01 18:05:00,2013-06-01 18:55:52,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,534,Water - Whitehall Plaza,40.70255065,-74.0127234,17577,Subscriber,1947,1
2380,2013-06-01 18:05:08,2013-06-01 18:44:48,410,Suffolk St & Stanton St,40.72066442,-73.98517977,143,Clinton St & Joralemon St,40.69239502,-73.99337909,16935,Subscriber,1969,1
2385,2013-06-01 18:05:08,2013-06-01 18:44:53,410,Suffolk St & Stanton St,40.72066442,-73.98517977,143,Clinton St & Joralemon St,40.69239502,-73.99337909,16473,Subscriber,1970,1
305,2013-06-01 18:05:16,2013-06-01 18:10:21,250,Lafayette St & Jersey St N,40.72456089,-73.99565293,501,FDR Drive & E 35 St,40.744219,-73.97121214,17651,Subscriber,1983,1
361,2013-06-01 18:05:19,2013-06-01 18:11:20,293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,445,E 10 St & Avenue A,40.72740794,-73.98142006,16044,Subscriber,1990,1
442,2013-06-01 18:05:22,2013-06-01 18:12:44,468,Broadway & W 56 St,40.7652654,-73.98192338,480,W 53 St & 10 Ave,40.76669671,-73.99061728,20056,Subscriber,1981,1
21611,2013-06-01 18:05:22,2013-06-02 00:05:33,468,Broadway & W 56 St,40.7652654,-73.98192338,456,E 53 St & Madison Ave,40.7597108,-73.97402311,15072,Customer,0,0
220,2013-06-01 18:05:25,2013-06-01 18:09:05,274,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,19923,Subscriber,1978,1
190,2013-06-01 18:05:28,2013-06-01 18:08:38,355,Bayard St & Baxter St,40.71602118,-73.99974372,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,18740,Subscriber,1966,1
751,2013-06-01 18:05:30,2013-06-01 18:18:01,151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,276,Duane St & Greenwich St,40.71748752,-74.0104554,18136,Customer,0,0
525,2013-06-01 18:05:33,2013-06-01 18:14:18,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,271,Ashland Pl & Hanson Pl,40.68522671947255,-73.97800147533417,15991,Customer,0,0
709,2013-06-01 18:05:57,2013-06-01 18:17:46,151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,0,,,,18841,Customer,0,0
510,2013-06-01 18:05:59,2013-06-01 18:14:29,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,271,Ashland Pl & Hanson Pl,40.68522671947255,-73.97800147533417,17367,Customer,0,0
1625,2013-06-01 18:06:11,2013-06-01 18:33:16,309,Murray St & West St,40.7149787,-74.013012,514,12 Ave & W 40 St,40.76087502,-74.00277668,18911,Subscriber,1973,1
1522,2013-06-01 18:06:27,2013-06-01 18:31:49,491,E 24 St & Park Ave S,40.74096374,-73.98602213,2012,E 27 St & 1 Ave,40.739445,-73.976806,16106,Subscriber,1969,2
345,2013-06-01 18:06:28,2013-06-01 18:12:13,448,W 37 St & 10 Ave,40.75660359,-73.9979009,296,Division St & Bowery,40.71413089,-73.9970468,15108,Customer,0,0
1013,2013-06-01 18:06:40,2013-06-01 18:23:33,427,Bus Slip & State St,40.701907,-74.013942,377,6 Ave & Canal St,40.72243797,-74.00566443,16601,Customer,0,0
2213,2013-06-01 18:06:44,2013-06-01 18:43:37,482,W 15 St & 7 Ave,40.73935542,-73.99931783,439,E 4 St & 2 Ave,40.7262807,-73.98978041,14896,Subscriber,1986,1
1589,2013-06-01 18:06:56,2013-06-01 18:33:25,309,Murray St & West St,40.7149787,-74.013012,514,12 Ave & W 40 St,40.76087502,-74.00277668,19083,Subscriber,1973,2
1995,2013-06-01 18:06:59,2013-06-01 18:40:14,349,Rivington St & Ridge St,40.71850211,-73.98329859,545,E 23 St & 1 Ave,40.736502,-73.97809472,15491,Customer,0,0
1726,2013-06-01 18:07:03,2013-06-01 18:35:49,291,Madison St & Montgomery St,40.713126,-73.984844,462,W 22 St & 10 Ave,40.74691959,-74.00451887,18513,Subscriber,1959,1
185,2013-06-01 18:07:05,2013-06-01 18:10:10,217,Old Fulton St,40.70277159,-73.99383605,2000,Front St & Washington St,40.70255088,-73.98940236,16966,Subscriber,1984,1
420,2013-06-01 18:07:21,2013-06-01 18:14:21,417,Barclay St & Church St,40.71291224,-74.01020234,249,Harrison St & Hudson St,40.71870987,-74.0090009,17970,Subscriber,1971,1
617,2013-06-01 18:07:25,2013-06-01 18:17:42,290,2 Ave & E 58 St,40.76020258,-73.96478473,466,W 25 St & 6 Ave,40.74395411,-73.99144871,20143,Subscriber,1955,2
1564,2013-06-01 18:07:34,2013-06-01 18:33:38,410,Suffolk St & Stanton St,40.72066442,-73.98517977,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,17508,Customer,0,0
1023,2013-06-01 18:07:43,2013-06-01 18:24:46,533,Broadway & W 38 St,40.75299641,-73.98721619,229,Great Jones St,40.72743423,-73.99379025,16004,Subscriber,1967,1
610,2013-06-01 18:07:47,2013-06-01 18:17:57,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,147,Greenwich St & Warren St,40.71542197,-74.01121978,19415,Subscriber,1983,1
2486,2013-06-01 18:07:49,2013-06-01 18:49:15,468,Broadway & W 56 St,40.7652654,-73.98192338,309,Murray St & West St,40.7149787,-74.013012,17672,Subscriber,1979,1
945,2013-06-01 18:08:06,2013-06-01 18:23:51,296,Division St & Bowery,40.71413089,-73.9970468,432,E 7 St & Avenue A,40.72621788,-73.98379855,16909,Customer,0,0
314,2013-06-01 18:08:11,2013-06-01 18:13:25,444,Broadway & W 24 St,40.7423543,-73.98915076,453,W 22 St & 8 Ave,40.74475148,-73.99915362,18489,Subscriber,1962,1
1942,2013-06-01 18:08:13,2013-06-01 18:40:35,486,Broadway & W 29 St,40.7462009,-73.98855723,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,15518,Customer,0,0
1697,2013-06-01 18:08:18,2013-06-01 18:36:35,271,Ashland Pl & Hanson Pl,40.68522671947255,-73.97800147533417,251,Mott St & Prince St,40.72317958,-73.99480012,18119,Subscriber,1981,1
2039,2013-06-01 18:08:19,2013-06-01 18:42:18,466,W 25 St & 6 Ave,40.74395411,-73.99144871,349,Rivington St & Ridge St,40.71850211,-73.98329859,15644,Subscriber,1963,1
936,2013-06-01 18:08:26,2013-06-01 18:24:02,360,William St & Pine St,40.70717936,-74.00887308,332,Cherry St,40.71219906,-73.97948148,15515,Subscriber,1986,2
1409,2013-06-01 18:08:30,2013-06-01 18:31:59,238,Bank St & Washington St,40.7361967,-74.00859207,268,Howard St & Centre St,40.71910537,-73.99973337,18943,Customer,0,0
1805,2013-06-01 18:08:33,2013-06-01 18:38:38,406,Hicks St & Montague St,40.69512845,-73.99595065,433,E 13 St & Avenue A,40.72955361,-73.98057249,15169,Subscriber,1960,1
1861,2013-06-01 18:09:01,2013-06-01 18:40:02,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,20164,Customer,0,0
1071,2013-06-01 18:09:03,2013-06-01 18:26:54,360,William St & Pine St,40.70717936,-74.00887308,534,Water - Whitehall Plaza,40.70255065,-74.0127234,15505,Customer,0,0
1608,2013-06-01 18:09:10,2013-06-01 18:35:58,426,West St & Chambers St,40.71754834,-74.01322069,304,Broadway & Battery Pl,40.70463334,-74.01361706,19410,Customer,0,0
1083,2013-06-01 18:09:19,2013-06-01 18:27:22,261,Johnson St & Gold St,40.69474881,-73.98362464,365,Fulton St & Grand Ave,40.68223166,-73.9614583,16921,Subscriber,1984,1
1601,2013-06-01 18:09:21,2013-06-01 18:36:02,426,West St & Chambers St,40.71754834,-74.01322069,304,Broadway & Battery Pl,40.70463334,-74.01361706,18231,Customer,0,0
1248,2013-06-01 18:09:22,2013-06-01 18:30:10,143,Clinton St & Joralemon St,40.69239502,-73.99337909,309,Murray St & West St,40.7149787,-74.013012,18129,Subscriber,1978,1
478,2013-06-01 18:09:23,2013-06-01 18:17:21,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,445,E 10 St & Avenue A,40.72740794,-73.98142006,18414,Subscriber,1981,1
846,2013-06-01 18:09:24,2013-06-01 18:23:30,503,E 20 St & Park Ave,40.73827428,-73.98751968,0,,,,19308,Subscriber,1985,1
153,2013-06-01 18:09:32,2013-06-01 18:12:05,238,Bank St & Washington St,40.7361967,-74.00859207,238,Bank St & Washington St,40.7361967,-74.00859207,18695,Customer,0,0
289,2013-06-01 18:09:36,2013-06-01 18:14:25,449,W 52 St & 9 Ave,40.76461837,-73.98789473,479,9 Ave & W 45 St,40.76019252,-73.9912551,19329,Subscriber,1969,2
52118,2013-06-01 18:09:44,2013-06-02 08:38:22,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,168,W 18 St & 6 Ave,40.73971301,-73.99456405,20152,Subscriber,1986,2
328,2013-06-01 18:09:47,2013-06-01 18:15:15,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,2003,1 Ave & E 18 St,40.73381219196632,-73.98054420948029,14800,Subscriber,1984,2
909,2013-06-01 18:09:49,2013-06-01 18:24:58,312,Allen St & Stanton St,40.722055,-73.989111,268,Howard St & Centre St,40.71910537,-73.99973337,16962,Subscriber,1983,1
592,2013-06-01 18:09:51,2013-06-01 18:19:43,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,461,E 20 St & 2 Ave,40.73587678,-73.98205027,16839,Subscriber,1971,1
1163,2013-06-01 18:09:58,2013-06-01 18:29:21,482,W 15 St & 7 Ave,40.73935542,-73.99931783,445,E 10 St & Avenue A,40.72740794,-73.98142006,15770,Customer,0,0
385,2013-06-01 18:10:05,2013-06-01 18:16:30,346,Bank St & Hudson St,40.73652889,-74.00618026,253,W 13 St & 5 Ave,40.73543934,-73.99453948,17258,Subscriber,1961,1
63,2013-06-01 18:10:07,2013-06-01 18:11:10,310,State St & Smith St,40.68926942,-73.98912867,310,State St & Smith St,40.68926942,-73.98912867,14909,Subscriber,1964,1
757,2013-06-01 18:10:07,2013-06-01 18:22:44,469,Broadway & W 53 St,40.76344058,-73.98268129,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,15176,Subscriber,1973,1
520,2013-06-01 18:10:41,2013-06-01 18:19:21,432,E 7 St & Avenue A,40.72621788,-73.98379855,285,Broadway & E 14 St,40.73454567,-73.99074142,20221,Subscriber,1990,1
1177,2013-06-01 18:10:51,2013-06-01 18:30:28,450,W 49 St & 8 Ave,40.76227205,-73.98788205,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,20160,Customer,0,0
1044,2013-06-01 18:10:51,2013-06-01 18:28:15,445,E 10 St & Avenue A,40.72740794,-73.98142006,116,W 17 St & 8 Ave,40.74177603,-74.00149746,20117,Subscriber,1987,1
1615,2013-06-01 18:10:51,2013-06-01 18:37:46,408,Market St & Cherry St,40.71076228,-73.99400398,321,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,20253,Customer,0,0
826,2013-06-01 18:10:54,2013-06-01 18:24:40,225,W 14 St & The High Line,40.74195138,-74.00803013,320,Leonard St & Church St,40.717571,-74.005549,20224,Customer,0,0
808,2013-06-01 18:10:56,2013-06-01 18:24:24,456,E 53 St & Madison Ave,40.7597108,-73.97402311,478,11 Ave & W 41 St,40.76030096,-73.99884222,15190,Subscriber,1984,1
953,2013-06-01 18:11:04,2013-06-01 18:26:57,433,E 13 St & Avenue A,40.72955361,-73.98057249,470,W 20 St & 8 Ave,40.74345335,-74.00004031,18393,Subscriber,1962,1
5420,2013-06-01 18:11:12,2013-06-01 19:41:32,224,Spruce St & Nassau St,40.71146364,-74.00552427,271,Ashland Pl & Hanson Pl,40.68522671947255,-73.97800147533417,15157,Customer,0,0
1307,2013-06-01 18:11:18,2013-06-01 18:33:05,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,16652,Subscriber,1975,1
1849,2013-06-01 18:11:22,2013-06-01 18:42:11,2003,1 Ave & E 18 St,40.73381219196632,-73.98054420948029,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,19824,Customer,0,0
5415,2013-06-01 18:11:23,2013-06-01 19:41:38,224,Spruce St & Nassau St,40.71146364,-74.00552427,271,Ashland Pl & Hanson Pl,40.68522671947255,-73.97800147533417,15322,Customer,0,0
218,2013-06-01 18:11:30,2013-06-01 18:15:08,307,Canal St & Rutgers St,40.71427487,-73.98990025,350,Clinton St & Grand St,40.71559509,-73.9870295,15487,Subscriber,1985,1
76,2013-06-01 18:11:47,2013-06-01 18:13:03,362,Broadway & W 37 St,40.75172632,-73.98753523,362,Broadway & W 37 St,40.75172632,-73.98753523,17007,Subscriber,1967,1
802,2013-06-01 18:11:53,2013-06-01 18:25:15,459,W 20 St & 11 Ave,40.746745,-74.007756,426,West St & Chambers St,40.71754834,-74.01322069,20185,Subscriber,1985,2
625,2013-06-01 18:11:55,2013-06-01 18:22:20,392,Jay St & Tech Pl,40.695065,-73.987167,466,W 25 St & 6 Ave,40.74395411,-73.99144871,18872,Subscriber,1981,1
163,2013-06-01 18:11:55,2013-06-01 18:14:38,259,South St & Whitehall St,40.70122128,-74.01234218,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,18915,Subscriber,1984,1
535,2013-06-01 18:11:57,2013-06-01 18:20:52,382,University Pl & E 14 St,40.73492695,-73.99200509,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,17591,Subscriber,1968,1
555,2013-06-01 18:11:57,2013-06-01 18:21:12,79,Franklin St & W Broadway,40.71911552,-74.00666661,224,Spruce St & Nassau St,40.71146364,-74.00552427,18760,Subscriber,1970,1
1815,2013-06-01 18:11:59,2013-06-01 18:42:14,2003,1 Ave & E 18 St,40.73381219196632,-73.98054420948029,487,E 20 St & FDR Drive,40.73314259,-73.97573881,19398,Customer,0,0
267,2013-06-01 18:12:00,2013-06-01 18:16:27,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,164,E 47 St & 2 Ave,40.75323098,-73.97032517,18471,Subscriber,1964,1
778,2013-06-01 18:12:01,2013-06-01 18:24:59,347,Greenwich St & W Houston St,40.728846,-74.008591,426,West St & Chambers St,40.71754834,-74.01322069,17323,Subscriber,1982,1
1213,2013-06-01 18:12:03,2013-06-01 18:32:16,440,E 45 St & 3 Ave,40.75255434,-73.97282625,521,8 Ave & W 31 St N,40.75096734871598,-73.99444207549095,16057,Customer,0,0
1400,2013-06-01 18:12:05,2013-06-01 18:35:25,427,Bus Slip & State St,40.701907,-74.013942,415,Pearl St & Hanover Square,40.7047177,-74.00926027,14771,Customer,0,0
1543,2013-06-01 18:12:08,2013-06-01 18:37:51,151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,529,W 42 St & 8 Ave,40.7575699,-73.99098507,15380,Subscriber,1982,2
492,2013-06-01 18:12:17,2013-06-01 18:20:29,317,E 6 St & Avenue B,40.72453734,-73.98185424,499,Broadway & W 60 St,40.76915505,-73.98191841,18692,Subscriber,1945,1
1061,2013-06-01 18:12:22,2013-06-01 18:30:03,410,Suffolk St & Stanton St,40.72066442,-73.98517977,2000,Front St & Washington St,40.70255088,-73.98940236,19107,Subscriber,1981,2
559,2013-06-01 18:12:24,2013-06-01 18:21:43,268,Howard St & Centre St,40.71910537,-73.99973337,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,17699,Customer,0,0
1221,2013-06-01 18:12:50,2013-06-01 18:33:11,228,E 48 St & 3 Ave,40.7546011026,-73.971878855,0,,,,16744,Customer,0,0
193,2013-06-01 18:12:59,2013-06-01 18:16:12,442,W 27 St & 7 Ave,40.746647,-73.993915,444,Broadway & W 24 St,40.7423543,-73.98915076,14890,Subscriber,1990,1
740,2013-06-01 18:13:02,2013-06-01 18:25:22,150,E 2 St & Avenue C,40.7208736,-73.98085795,531,Forsyth St & Broome St,40.71893904,-73.99266288,19856,Subscriber,1978,1
1308,2013-06-01 18:13:05,2013-06-01 18:34:53,349,Rivington St & Ridge St,40.71850211,-73.98329859,532,S 5 Pl & S 5 St,40.710451,-73.960876,17063,Customer,0,0
71,2013-06-01 18:13:19,2013-06-01 18:14:30,406,Hicks St & Montague St,40.69512845,-73.99595065,363,West Thames St,40.70834698,-74.01713445,17583,Subscriber,1974,1
253,2013-06-01 18:13:25,2013-06-01 18:17:38,332,Cherry St,40.71219906,-73.97948148,127,Barrow St & Hudson St,40.73172428,-74.00674436,19196,Customer,0,0
1475,2013-06-01 18:13:25,2013-06-01 18:38:00,434,9 Ave & W 18 St,40.74317449,-74.00366443,468,Broadway & W 56 St,40.7652654,-73.98192338,18746,Subscriber,1982,1
309,2013-06-01 18:13:27,2013-06-01 18:18:36,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,410,Suffolk St & Stanton St,40.72066442,-73.98517977,19943,Subscriber,1978,2
632,2013-06-01 18:13:28,2013-06-01 18:24:00,521,8 Ave & W 31 St N,40.75096734871598,-73.99444207549095,546,E 30 St & Park Ave S,40.74444921,-73.98303529,16611,Subscriber,1958,2
1325,2013-06-01 18:13:36,2013-06-01 18:35:41,498,Broadway & W 32 St,40.74854862,-73.98808416,494,W 26 St & 8 Ave,40.74734825,-73.99723551,15195,Subscriber,1969,1
800,2013-06-01 18:13:39,2013-06-01 18:26:59,382,University Pl & E 14 St,40.73492695,-73.99200509,151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,19018,Subscriber,1985,2
457,2013-06-01 18:13:41,2013-06-01 18:21:18,377,6 Ave & Canal St,40.72243797,-74.00566443,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,16641,Subscriber,1985,1
1051,2013-06-01 18:13:43,2013-06-01 18:31:14,482,W 15 St & 7 Ave,40.73935542,-73.99931783,293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,16787,Customer,0,0
1806,2013-06-01 18:13:50,2013-06-01 18:43:56,363,West Thames St,40.70834698,-74.01713445,419,Carlton Ave & Park Ave,40.69580705,-73.97355569,17881,Subscriber,1976,2
1325,2013-06-01 18:13:51,2013-06-01 18:35:56,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,350,Clinton St & Grand St,40.71559509,-73.9870295,17993,Customer,0,0
794,2013-06-01 18:13:52,2013-06-01 18:27:06,514,12 Ave & W 40 St,40.76087502,-74.00277668,480,W 53 St & 10 Ave,40.76669671,-73.99061728,19880,Customer,0,0
1346,2013-06-01 18:13:57,2013-06-01 18:36:23,261,Johnson St & Gold St,40.69474881,-73.98362464,389,Broadway & Berry St,40.71044554,-73.96525063,16172,Customer,0,0
1347,2013-06-01 18:14:04,2013-06-01 18:36:31,285,Broadway & E 14 St,40.73454567,-73.99074142,350,Clinton St & Grand St,40.71559509,-73.9870295,15914,Customer,0,0
1347,2013-06-01 18:14:08,2013-06-01 18:36:35,261,Johnson St & Gold St,40.69474881,-73.98362464,389,Broadway & Berry St,40.71044554,-73.96525063,18654,Customer,0,0
995,2013-06-01 18:14:19,2013-06-01 18:30:54,279,Peck Slip & Front St,40.707873,-74.00167,361,Allen St & Hester St,40.71605866,-73.99190759,19998,Subscriber,1989,1
3774,2013-06-01 18:14:20,2013-06-01 19:17:14,238,Bank St & Washington St,40.7361967,-74.00859207,238,Bank St & Washington St,40.7361967,-74.00859207,16065,Customer,0,0
1509,2013-06-01 18:14:27,2013-06-01 18:39:36,238,Bank St & Washington St,40.7361967,-74.00859207,495,W 47 St & 10 Ave,40.76269882,-73.99301222,18695,Subscriber,1962,1
1538,2013-06-01 18:14:46,2013-06-01 18:40:24,2004,6 Ave & Broome St,40.724399,-74.004704,459,W 20 St & 11 Ave,40.746745,-74.007756,19557,Subscriber,1958,1
60234,2013-06-01 18:14:47,2013-06-02 10:58:41,285,Broadway & E 14 St,40.73454567,-73.99074142,446,W 24 St & 7 Ave,40.74487634,-73.99529885,18314,Customer,0,0
520,2013-06-01 18:14:49,2013-06-01 18:23:29,494,W 26 St & 8 Ave,40.74734825,-73.99723551,357,E 11 St & Broadway,40.73261787,-73.99158043,18026,Subscriber,1953,1
1188,2013-06-01 18:14:50,2013-06-01 18:34:38,427,Bus Slip & State St,40.701907,-74.013942,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,15119,Customer,0,0
1096,2013-06-01 18:14:56,2013-06-01 18:33:12,401,Allen St & Rivington St,40.72019576,-73.98997825,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,19625,Customer,0,0
1528,2013-06-01 18:15:04,2013-06-01 18:40:32,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,72,W 52 St & 11 Ave,40.76727216,-73.99392888,16849,Subscriber,1964,2
635,2013-06-01 18:15:05,2013-06-01 18:25:40,2009,Catherine St & Monroe St,40.71117444,-73.99682619,259,South St & Whitehall St,40.70122128,-74.01234218,15456,Subscriber,1988,1
1766,2013-06-01 18:15:16,2013-06-01 18:44:42,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,14803,Subscriber,1985,2
1126,2013-06-01 18:15:16,2013-06-01 18:34:02,410,Suffolk St & Stanton St,40.72066442,-73.98517977,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,19499,Customer,0,0
229,2013-06-01 18:15:19,2013-06-01 18:19:08,147,Greenwich St & Warren St,40.71542197,-74.01121978,249,Harrison St & Hudson St,40.71870987,-74.0090009,20364,Subscriber,1976,1
980,2013-06-01 18:15:19,2013-06-01 18:31:39,127,Barrow St & Hudson St,40.73172428,-74.00674436,521,8 Ave & W 31 St N,40.75096734871598,-73.99444207549095,16128,Customer,0,0
2200,2013-06-01 18:15:25,2013-06-01 18:52:05,147,Greenwich St & Warren St,40.71542197,-74.01121978,305,E 58 St & 3 Ave,40.76095756,-73.96724467,18832,Subscriber,1977,1
1600,2013-06-01 18:15:30,2013-06-01 18:42:10,532,S 5 Pl & S 5 St,40.710451,-73.960876,406,Hicks St & Montague St,40.69512845,-73.99595065,14858,Customer,0,0
1429,2013-06-01 18:15:37,2013-06-01 18:39:26,361,Allen St & Hester St,40.71605866,-73.99190759,477,W 41 St & 8 Ave,40.75640548,-73.9900262,15647,Customer,0,0
60165,2013-06-01 18:15:44,2013-06-02 10:58:29,285,Broadway & E 14 St,40.73454567,-73.99074142,446,W 24 St & 7 Ave,40.74487634,-73.99529885,15342,Customer,0,0
1237,2013-06-01 18:15:49,2013-06-01 18:36:26,468,Broadway & W 56 St,40.7652654,-73.98192338,482,W 15 St & 7 Ave,40.73935542,-73.99931783,16552,Subscriber,1972,1
1334,2013-06-01 18:15:50,2013-06-01 18:38:04,474,5 Ave & E 29 St,40.7451677,-73.98683077,312,Allen St & Stanton St,40.722055,-73.989111,18559,Subscriber,1973,2
263,2013-06-01 18:15:53,2013-06-01 18:20:16,515,W 43 St & 10 Ave,40.76009437,-73.99461843,515,W 43 St & 10 Ave,40.76009437,-73.99461843,15715,Customer,0,0
2179,2013-06-01 18:15:54,2013-06-01 18:52:13,340,Madison St & Clinton St,40.71269042,-73.98776323,305,E 58 St & 3 Ave,40.76095756,-73.96724467,17932,Subscriber,1980,1
305,2013-06-01 18:15:59,2013-06-01 18:21:04,128,MacDougal St & Prince St,40.72710258,-74.00297088,334,W 20 St & 7 Ave,40.74238787,-73.99726235,18222,Subscriber,1962,1
969,2013-06-01 18:15:59,2013-06-01 18:32:08,309,Murray St & West St,40.7149787,-74.013012,306,Cliff St & Fulton St,40.70823502,-74.00530063,14993,Subscriber,1985,1
1888,2013-06-01 18:16:00,2013-06-01 18:47:28,119,Park Ave & St Edwards St,40.69608941,-73.97803415,216,Columbia Heights & Cranberry St,40.70037867,-73.99548059,16615,Subscriber,1964,1
1001,2013-06-01 18:16:01,2013-06-01 18:32:42,415,Pearl St & Hanover Square,40.7047177,-74.00926027,265,Stanton St & Chrystie St,40.72229346,-73.99147535,17961,Customer,0,0
1992,2013-06-01 18:16:01,2013-06-01 18:49:13,2012,E 27 St & 1 Ave,40.739445,-73.976806,426,West St & Chambers St,40.71754834,-74.01322069,17921,Subscriber,1975,2
1149,2013-06-01 18:16:06,2013-06-01 18:35:15,361,Allen St & Hester St,40.71605866,-73.99190759,445,E 10 St & Avenue A,40.72740794,-73.98142006,19014,Customer,0,0
913,2013-06-01 18:16:15,2013-06-01 18:31:28,482,W 15 St & 7 Ave,40.73935542,-73.99931783,523,W 38 St & 8 Ave,40.75466591,-73.99138152,15602,Customer,0,0
1108,2013-06-01 18:16:22,2013-06-01 18:34:50,462,W 22 St & 10 Ave,40.74691959,-74.00451887,497,E 17 St & Broadway,40.73704984,-73.99009296,18857,Subscriber,1987,2
1799,2013-06-01 18:16:24,2013-06-01 18:46:23,315,South St & Gouverneur Ln,40.70355377,-74.00670227,487,E 20 St & FDR Drive,40.73314259,-73.97573881,19027,Subscriber,1945,2
6927,2013-06-01 18:16:27,2013-06-01 20:11:54,468,Broadway & W 56 St,40.7652654,-73.98192338,468,Broadway & W 56 St,40.7652654,-73.98192338,15377,Customer,0,0
1805,2013-06-01 18:16:29,2013-06-01 18:46:34,479,9 Ave & W 45 St,40.76019252,-73.9912551,0,,,,19346,Subscriber,1965,1
1653,2013-06-01 18:16:31,2013-06-01 18:44:04,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,330,Reade St & Broadway,40.71450451,-74.00562789,18403,Subscriber,1985,1
60108,2013-06-01 18:16:32,2013-06-02 10:58:20,463,9 Ave & W 16 St,40.74206539,-74.00443172,0,,,,17289,Subscriber,1981,1
74,2013-06-01 18:16:33,2013-06-01 18:17:47,442,W 27 St & 7 Ave,40.746647,-73.993915,337,Old Slip & Front St,40.7037992,-74.00838676,15882,Subscriber,1981,1
1169,2013-06-01 18:16:35,2013-06-01 18:36:04,349,Rivington St & Ridge St,40.71850211,-73.98329859,434,9 Ave & W 18 St,40.74317449,-74.00366443,18096,Customer,0,0
2048,2013-06-01 18:16:40,2013-06-01 18:50:48,428,E 3 St & 1 Ave,40.72467721,-73.98783413,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,20294,Subscriber,1990,1
1913,2013-06-01 18:16:44,2013-06-01 18:48:37,251,Mott St & Prince St,40.72317958,-73.99480012,430,York St & Jay St,40.7014851,-73.98656928,20279,Customer,0,0
1898,2013-06-01 18:16:47,2013-06-01 18:48:25,251,Mott St & Prince St,40.72317958,-73.99480012,430,York St & Jay St,40.7014851,-73.98656928,17421,Customer,0,0
1223,2013-06-01 18:16:48,2013-06-01 18:37:11,345,W 13 St & 6 Ave,40.73649403,-73.99704374,533,Broadway & W 38 St,40.75299641,-73.98721619,19620,Customer,0,0
